lon,lat,cap_sp
139.0,36.5,0.0
139.0,36.75,0.0
139.0,37.0,0.0
139.0,37.25,0.0
139.0,37.5,0.0
139.0,37.75,0.0
139.0,38.0,84.78134374946924
139.25,35.5,0.0
139.25,35.75,0.0
139.25,36.0,0.0
139.25,36.25,0.0
139.25,36.5,0.0
139.25,36.75,0.0
139.25,37.0,0.0
139.25,37.25,0.0
139.25,37.5,0.0
139.25,37.75,0.0
139.25,38.0,0.0
139.5,35.5,0.0
139.5,35.75,0.0
139.5,36.0,0.0
139.5,36.25,0.0
139.5,36.5,0.0
139.5,36.75,0.0
139.5,37.0,0.0
139.5,37.25,0.0
139.5,37.5,0.0
139.5,37.75,0.0
139.5,38.0,0.0
139.5,38.25,0.0
139.5,38.5,0.0
139.5,38.75,0.0
139.75,35.25,167.77714887609687
139.75,36.0,0.0
139.75,36.25,0.0
139.75,36.5,0.0
139.75,36.75,0.0
139.75,37.0,0.0
139.75,37.25,0.0
139.75,37.5,0.0
139.75,37.75,0.0
139.75,38.0,0.0
139.75,38.25,0.0
139.75,38.5,0.0
139.75,38.75,104.37198814037997
139.75,39.0,126.17835328531756
139.75,42.5,195.09421011649033
139.75,42.75,0.0
140.0,35.25,0.0
140.0,35.5,99.4540974432282
140.0,35.75,74.5117544097859
140.0,36.0,19.934655082614988
140.0,36.25,0.0
140.0,36.5,0.0
140.0,36.75,0.0
140.0,37.0,0.0
140.0,37.25,0.0
140.0,37.5,0.0
140.0,37.75,0.0
140.0,38.0,0.0
140.0,38.25,0.0
140.0,38.5,0.0
140.0,38.75,0.0
140.0,39.0,23.18455076274097
140.0,39.25,28.833097314679314
140.0,39.5,160.5313299060433
140.0,39.75,193.0446985914119
140.0,40.0,135.73133596444654
140.0,40.25,89.61562256866692
140.0,40.5,0.0
140.0,40.75,0.0
140.0,41.75,0.0
140.0,42.25,0.0
140.0,42.5,38.962799066790616
140.0,42.75,0.0
140.25,35.5,78.11795264957641
140.25,35.75,52.9156189974596
140.25,36.0,17.104523292220442
140.25,36.25,0.0
